# redshift	D_L [Mpc]
9.79469667e+01	1.27817676e+06
1.00000000e+02	1.30634873e+06
1.02096066e+02	1.33512776e+06
1.04236067e+02	1.36452671e+06
1.06420924e+02	1.39455874e+06
1.08651577e+02	1.42523730e+06
1.10928986e+02	1.45657609e+06
1.13254132e+02	1.48858913e+06
1.15628013e+02	1.52129071e+06
1.18051653e+02	1.55469544e+06
1.20526094e+02	1.58881822e+06
1.23052400e+02	1.62367427e+06
1.25631660e+02	1.65927915e+06
1.28264983e+02	1.69564871e+06
1.30953502e+02	1.73279916e+06
1.33698374e+02	1.77074705e+06
1.36500781e+02	1.80950926e+06
1.39361927e+02	1.84910305e+06
1.42283046e+02	1.88954602e+06
1.45265393e+02	1.93085616e+06
1.48310251e+02	1.97305181e+06
1.51418933e+02	2.01615173e+06
1.54592774e+02	2.06017505e+06
1.57833141e+02	2.10514131e+06
1.61141428e+02	2.15107047e+06
1.64519059e+02	2.19798289e+06
1.67967487e+02	2.24589936e+06
1.71488197e+02	2.29484114e+06
1.75082703e+02	2.34482988e+06
1.78752553e+02	2.39588774e+06
1.82499324e+02	2.44803731e+06
1.86324631e+02	2.50130167e+06
1.90230119e+02	2.55570438e+06
1.94217468e+02	2.61126949e+06
1.98288395e+02	2.66802157e+06
2.02444651e+02	2.72598569e+06
2.06688025e+02	2.78518745e+06
2.11020343e+02	2.84565299e+06
2.15443469e+02	2.90740901e+06
2.19959307e+02	2.97048274e+06
2.24569800e+02	3.03490202e+06
2.29276931e+02	3.10069525e+06
2.34082728e+02	3.16789143e+06
2.38989257e+02	3.23652016e+06
2.43998630e+02	3.30661168e+06
2.49113003e+02	3.37819686e+06
2.54334576e+02	3.45130720e+06
2.59665597e+02	3.52597489e+06
2.65108360e+02	3.60223276e+06
2.70665207e+02	3.68011436e+06
2.76338529e+02	3.75965394e+06
2.82130768e+02	3.84088644e+06
2.88044415e+02	3.92384756e+06
2.94082017e+02	4.00857375e+06
3.00246171e+02	4.09510221e+06
3.06539530e+02	4.18347092e+06
3.12964801e+02	4.27371868e+06
3.19524751e+02	4.36588506e+06
3.26222201e+02	4.46001050e+06
3.33060034e+02	4.55613628e+06
3.40041193e+02	4.65430453e+06
3.47168682e+02	4.75455827e+06
3.54445567e+02	4.85694142e+06
3.61874981e+02	4.96149883e+06
3.69460121e+02	5.06827629e+06
3.77204249e+02	5.17732053e+06
3.85110700e+02	5.28867929e+06
3.93182876e+02	5.40240128e+06
4.01424249e+02	5.51853624e+06
4.09838367e+02	5.63713497e+06
4.18428851e+02	5.75824932e+06
4.27199397e+02	5.88193221e+06
4.36153779e+02	6.00823770e+06
4.45295851e+02	6.13722097e+06
4.54629547e+02	6.26893834e+06
4.64158883e+02	6.40344734e+06
4.73887961e+02	6.54080669e+06
4.83820966e+02	6.68107632e+06
4.93962174e+02	6.82431745e+06
5.04315949e+02	6.97059256e+06
5.14886745e+02	7.11996544e+06
5.25679112e+02	7.27250124e+06
5.36697695e+02	7.42826644e+06
5.47947234e+02	7.58732893e+06
5.59432571e+02	7.74975801e+06
5.71158648e+02	7.91562446e+06
5.83130511e+02	8.08500051e+06
5.95353313e+02	8.25795992e+06
6.07832313e+02	8.43457799e+06
6.20572881e+02	8.61493159e+06
6.33580499e+02	8.79909920e+06
6.46860766e+02	8.98716096e+06
6.60419396e+02	9.17919867e+06
6.74262224e+02	9.37529585e+06
6.88395207e+02	9.57553777e+06
7.02824426e+02	9.78001148e+06
7.17556092e+02	9.98880585e+06
7.32596543e+02	1.02020116e+07
7.47952252e+02	1.04197214e+07
7.63629826e+02	1.06420298e+07
7.79636013e+02	1.08690334e+07
7.95977700e+02	1.11008307e+07
8.12661920e+02	1.13375224e+07
8.29695852e+02	1.15792111e+07
8.47086827e+02	1.18260019e+07
8.64842328e+02	1.20780018e+07
8.82969996e+02	1.23353201e+07
9.01477631e+02	1.25980685e+07
9.20373200e+02	1.28663608e+07
9.39664831e+02	1.31403135e+07
9.59360829e+02	1.34200453e+07
9.79469667e+02	1.37056775e+07
1.00000000e+03	1.39973339e+07
1.02096066e+03	1.42951409e+07
1.04236067e+03	1.45992274e+07
1.06420924e+03	1.49097253e+07
1.08651577e+03	1.52267690e+07
1.10928986e+03	1.55504959e+07
1.13254132e+03	1.58810461e+07
1.15628013e+03	1.62185628e+07
1.18051653e+03	1.65631920e+07
1.20526094e+03	1.69150829e+07
1.23052400e+03	1.72743878e+07
1.25631660e+03	1.76412622e+07
1.28264983e+03	1.80158649e+07
1.30953502e+03	1.83983578e+07
1.33698374e+03	1.87889065e+07
1.36500781e+03	1.91876798e+07
1.39361927e+03	1.95948502e+07
1.42283046e+03	2.00105938e+07
1.45265393e+03	2.04350902e+07
1.48310251e+03	2.08685230e+07
1.51418933e+03	2.13110796e+07
1.54592774e+03	2.17629511e+07
1.57833141e+03	2.22243330e+07
1.61141428e+03	2.26954244e+07
1.64519059e+03	2.31764290e+07
1.67967487e+03	2.36675545e+07
1.71488197e+03	2.41690131e+07
1.75082703e+03	2.46810214e+07
1.78752553e+03	2.52038004e+07
1.82499324e+03	2.57375760e+07
1.86324631e+03	2.62825785e+07
1.90230119e+03	2.68390434e+07
1.94217468e+03	2.74072107e+07
1.98288395e+03	2.79873258e+07
2.02444651e+03	2.85796391e+07
2.06688025e+03	2.91844061e+07
2.11020343e+03	2.98018879e+07
2.15443469e+03	3.04323509e+07
2.19959307e+03	3.10760671e+07
2.24569800e+03	3.17333143e+07
2.29276931e+03	3.24043759e+07
2.34082728e+03	3.30895415e+07
2.38989257e+03	3.37891066e+07
2.43998630e+03	3.45033728e+07
2.49113003e+03	3.52326484e+07
2.54334576e+03	3.59772477e+07
2.59665597e+03	3.67374918e+07
2.65108360e+03	3.75137085e+07
2.70665207e+03	3.83062326e+07
2.76338529e+03	3.91154056e+07
2.82130768e+03	3.99415764e+07
2.88044415e+03	4.07851012e+07
2.94082017e+03	4.16463436e+07
3.00246171e+03	4.25256747e+07
3.06539530e+03	4.34234736e+07
3.12964801e+03	4.43401272e+07
3.19524751e+03	4.52760306e+07
3.26222201e+03	4.62315870e+07
3.33060034e+03	4.72072082e+07
3.40041193e+03	4.82033146e+07
3.47168682e+03	4.92203354e+07
3.54445567e+03	5.02587088e+07
3.61874981e+03	5.13188821e+07
3.69460121e+03	5.24013121e+07
3.77204249e+03	5.35064652e+07
3.85110700e+03	5.46348172e+07
3.93182876e+03	5.57868545e+07
4.01424249e+03	5.69630730e+07
4.09838367e+03	5.81639796e+07
4.18428851e+03	5.93900914e+07
4.27199397e+03	6.06419365e+07
4.36153779e+03	6.19200541e+07
4.45295851e+03	6.32249947e+07
4.54629547e+03	6.45573201e+07
4.64158883e+03	6.59176043e+07
4.73887961e+03	6.73064328e+07
4.83820966e+03	6.87244040e+07
4.93962174e+03	7.01721282e+07
5.04315949e+03	7.16502289e+07
5.14886745e+03	7.31593426e+07
5.25679112e+03	7.47001190e+07
5.36697695e+03	7.62732215e+07
5.47947234e+03	7.78793275e+07
5.59432571e+03	7.95191285e+07
5.71158648e+03	8.11933304e+07
5.83130511e+03	8.29026541e+07
5.95353313e+03	8.46478355e+07
6.07832313e+03	8.64296258e+07
6.20572881e+03	8.82487921e+07
6.33580499e+03	9.01061176e+07
6.46860766e+03	9.20024019e+07
6.60419396e+03	9.39384613e+07
6.74262224e+03	9.59151291e+07
6.88395207e+03	9.79332564e+07
7.02824426e+03	9.99937117e+07
7.17556092e+03	1.02097382e+08
7.32596543e+03	1.04245173e+08
7.47952252e+03	1.06438009e+08
7.63629826e+03	1.08676834e+08
7.79636013e+03	1.10962612e+08
7.95977700e+03	1.13296326e+08
8.12661920e+03	1.15678982e+08
8.29695852e+03	1.18111604e+08
8.47086827e+03	1.20595239e+08
8.64842328e+03	1.23130957e+08
8.82969996e+03	1.25719849e+08
9.01477631e+03	1.28363030e+08
9.20373200e+03	1.31061636e+08
9.39664831e+03	1.33816830e+08
9.59360829e+03	1.36629796e+08
9.79469667e+03	1.39501747e+08
1.00000000e+04	1.42433918e+08
