# redshift	D_L [Mpc]
9.79469667e+01	1.27002204e+06
1.00000000e+02	1.29800337e+06
1.02096066e+02	1.32658755e+06
1.04236067e+02	1.35578740e+06
1.06420924e+02	1.38561598e+06
1.08651577e+02	1.41608662e+06
1.10928986e+02	1.44721296e+06
1.13254132e+02	1.47900890e+06
1.15628013e+02	1.51148865e+06
1.18051653e+02	1.54466670e+06
1.20526094e+02	1.57855786e+06
1.23052400e+02	1.61317724e+06
1.25631660e+02	1.64854029e+06
1.28264983e+02	1.68466276e+06
1.30953502e+02	1.72156075e+06
1.33698374e+02	1.75925068e+06
1.36500781e+02	1.79774933e+06
1.39361927e+02	1.83707383e+06
1.42283046e+02	1.87724167e+06
1.45265393e+02	1.91827070e+06
1.48310251e+02	1.96017915e+06
1.51418933e+02	2.00298564e+06
1.54592774e+02	2.04670918e+06
1.57833141e+02	2.09136916e+06
1.61141428e+02	2.13698541e+06
1.64519059e+02	2.18357815e+06
1.67967487e+02	2.23116804e+06
1.71488197e+02	2.27977617e+06
1.75082703e+02	2.32942406e+06
1.78752553e+02	2.38013371e+06
1.82499324e+02	2.43192755e+06
1.86324631e+02	2.48482850e+06
1.90230119e+02	2.53885997e+06
1.94217468e+02	2.59404584e+06
1.98288395e+02	2.65041051e+06
2.02444651e+02	2.70797887e+06
2.06688025e+02	2.76677636e+06
2.11020343e+02	2.82682894e+06
2.15443469e+02	2.88816310e+06
2.19959307e+02	2.95080592e+06
2.24569800e+02	3.01478502e+06
2.29276931e+02	3.08012861e+06
2.34082728e+02	3.14686550e+06
2.38989257e+02	3.21502509e+06
2.43998630e+02	3.28463741e+06
2.49113003e+02	3.35573310e+06
2.54334576e+02	3.42834346e+06
2.59665597e+02	3.50250046e+06
2.65108360e+02	3.57823670e+06
2.70665207e+02	3.65558551e+06
2.76338529e+02	3.73458088e+06
2.82130768e+02	3.81525754e+06
2.88044415e+02	3.89765093e+06
2.94082017e+02	3.98179725e+06
3.00246171e+02	4.06773344e+06
3.06539530e+02	4.15549724e+06
3.12964801e+02	4.24512716e+06
3.19524751e+02	4.33666252e+06
3.26222201e+02	4.43014348e+06
3.33060034e+02	4.52561101e+06
3.40041193e+02	4.62310698e+06
3.47168682e+02	4.72267412e+06
3.54445567e+02	4.82435603e+06
3.61874981e+02	4.92819726e+06
3.69460121e+02	5.03424329e+06
3.77204249e+02	5.14254052e+06
3.85110700e+02	5.25313637e+06
3.93182876e+02	5.36607922e+06
4.01424249e+02	5.48141848e+06
4.09838367e+02	5.59920458e+06
4.18428851e+02	5.71948902e+06
4.27199397e+02	5.84232438e+06
4.36153779e+02	5.96776433e+06
4.45295851e+02	6.09586367e+06
4.54629547e+02	6.22667836e+06
4.64158883e+02	6.36026551e+06
4.73887961e+02	6.49668344e+06
4.83820966e+02	6.63599169e+06
4.93962174e+02	6.77825106e+06
5.04315949e+02	6.92352359e+06
5.14886745e+02	7.07187265e+06
5.25679112e+02	7.22336292e+06
5.36697695e+02	7.37806045e+06
5.47947234e+02	7.53603266e+06
5.59432571e+02	7.69734839e+06
5.71158648e+02	7.86207791e+06
5.83130511e+02	8.03029298e+06
5.95353313e+02	8.20206685e+06
6.07832313e+02	8.37747430e+06
6.20572881e+02	8.55659169e+06
6.33580499e+02	8.73949696e+06
6.46860766e+02	8.92626970e+06
6.60419396e+02	9.11699116e+06
6.74262224e+02	9.31174429e+06
6.88395207e+02	9.51061376e+06
7.02824426e+02	9.71368606e+06
7.17556092e+02	9.92104943e+06
7.32596543e+02	1.01327940e+07
7.47952252e+02	1.03490118e+07
7.63629826e+02	1.05697967e+07
7.79636013e+02	1.07952446e+07
7.95977700e+02	1.10254535e+07
8.12661920e+02	1.12605232e+07
8.29695852e+02	1.15005559e+07
8.47086827e+02	1.17456557e+07
8.64842328e+02	1.19959290e+07
8.82969996e+02	1.22514843e+07
9.01477631e+02	1.25124326e+07
9.20373200e+02	1.27788869e+07
9.39664831e+02	1.30509629e+07
9.59360829e+02	1.33287785e+07
9.79469667e+02	1.36124542e+07
1.00000000e+03	1.39021129e+07
1.02096066e+03	1.41978801e+07
1.04236067e+03	1.44998840e+07
1.06420924e+03	1.48082555e+07
1.08651577e+03	1.51231281e+07
1.10928986e+03	1.54446382e+07
1.13254132e+03	1.57729251e+07
1.15628013e+03	1.61081308e+07
1.18051653e+03	1.64504005e+07
1.20526094e+03	1.67998824e+07
1.23052400e+03	1.71567277e+07
1.25631660e+03	1.75210908e+07
1.28264983e+03	1.78931294e+07
1.30953502e+03	1.82730045e+07
1.33698374e+03	1.86608803e+07
1.36500781e+03	1.90569247e+07
1.39361927e+03	1.94613088e+07
1.42283046e+03	1.98742077e+07
1.45265393e+03	2.02957997e+07
1.48310251e+03	2.07262672e+07
1.51418933e+03	2.11657962e+07
1.54592774e+03	2.16145767e+07
1.57833141e+03	2.20728026e+07
1.61141428e+03	2.25406720e+07
1.64519059e+03	2.30183869e+07
1.67967487e+03	2.35061538e+07
1.71488197e+03	2.40041834e+07
1.75082703e+03	2.45126907e+07
1.78752553e+03	2.50318954e+07
1.82499324e+03	2.55620218e+07
1.86324631e+03	2.61032986e+07
1.90230119e+03	2.66559597e+07
1.94217468e+03	2.72202435e+07
1.98288395e+03	2.77963937e+07
2.02444651e+03	2.83846590e+07
2.06688025e+03	2.89852933e+07
2.11020343e+03	2.95985557e+07
2.15443469e+03	3.02247110e+07
2.19959307e+03	3.08640292e+07
2.24569800e+03	3.15167862e+07
2.29276931e+03	3.21832637e+07
2.34082728e+03	3.28637491e+07
2.38989257e+03	3.35585360e+07
2.43998630e+03	3.42679241e+07
2.49113003e+03	3.49922192e+07
2.54334576e+03	3.57317338e+07
2.59665597e+03	3.64867868e+07
2.65108360e+03	3.72577037e+07
2.70665207e+03	3.80448169e+07
2.76338529e+03	3.88484658e+07
2.82130768e+03	3.96689969e+07
2.88044415e+03	4.05067638e+07
2.94082017e+03	4.13621278e+07
3.00246171e+03	4.22354575e+07
3.06539530e+03	4.31271293e+07
3.12964801e+03	4.40375275e+07
3.19524751e+03	4.49670446e+07
3.26222201e+03	4.59160810e+07
3.33060034e+03	4.68850457e+07
3.40041193e+03	4.78743563e+07
3.47168682e+03	4.88844390e+07
3.54445567e+03	4.99157291e+07
3.61874981e+03	5.09686708e+07
3.69460121e+03	5.20437179e+07
3.77204249e+03	5.31413334e+07
3.85110700e+03	5.42619902e+07
3.93182876e+03	5.54061711e+07
4.01424249e+03	5.65743688e+07
4.09838367e+03	5.77670867e+07
4.18428851e+03	5.89848384e+07
4.27199397e+03	6.02281484e+07
4.36153779e+03	6.14975523e+07
4.45295851e+03	6.27935966e+07
4.54629547e+03	6.41168397e+07
4.64158883e+03	6.54678513e+07
4.73887961e+03	6.68472133e+07
4.83820966e+03	6.82555197e+07
4.93962174e+03	6.96933768e+07
5.04315949e+03	7.11614039e+07
5.14886745e+03	7.26602330e+07
5.25679112e+03	7.41905096e+07
5.36697695e+03	7.57528925e+07
5.47947234e+03	7.73480545e+07
5.59432571e+03	7.89766823e+07
5.71158648e+03	8.06394772e+07
5.83130511e+03	8.23371550e+07
5.95353313e+03	8.40704466e+07
6.07832313e+03	8.58400983e+07
6.20572881e+03	8.76468718e+07
6.33580499e+03	8.94915451e+07
6.46860766e+03	9.13749123e+07
6.60419396e+03	9.32977840e+07
6.74262224e+03	9.52609882e+07
6.88395207e+03	9.72653698e+07
7.02824426e+03	9.93117917e+07
7.17556092e+03	1.01401135e+08
7.32596543e+03	1.03534299e+08
7.47952252e+03	1.05712201e+08
7.63629826e+03	1.07935780e+08
7.79636013e+03	1.10205992e+08
7.95977700e+03	1.12523815e+08
8.12661920e+03	1.14890246e+08
8.29695852e+03	1.17306304e+08
8.47086827e+03	1.19773028e+08
8.64842328e+03	1.22291481e+08
8.82969996e+03	1.24862746e+08
9.01477631e+03	1.27487931e+08
9.20373200e+03	1.30168164e+08
9.39664831e+03	1.32904600e+08
9.59360829e+03	1.35698417e+08
9.79469667e+03	1.38550816e+08
1.00000000e+04	1.41463025e+08
